,Station,Date ∇,Ave. T.(ºC),Max. T.(ºC),Min. T.(ºC),Prec.(mm),S.L.Press./Gheopot.,Wind dir,Wind sp.(Km/h),Cloud c.,Snow depth(cm),country
6538,BATTICALOA,05/11/2013,28.5,31.5,25.5,3.9,1011.5 Hpa,59º(NE),3,5/8,,SRI LANKA
6539,KURUNEGALA,05/11/2013,27.6,32.7,22.5,Tr,1010.3 Hpa,143º(SE),1,5/8,,SRI LANKA
6540,KANDY,05/11/2013,26.3,30.6,22.0,0.0,1010.8 Hpa,130º(SE),7,3/8,,SRI LANKA
6541,COLOMBO,05/11/2013,27.4,30.3,24.5,3.0,1010.8 Hpa,320º(NW),2,5/8,,SRI LANKA
6542,RATMALANA,05/11/2013,27.7,31.0,24.4,0.8,1010.7 Hpa,46º(NE),5,5/8,,SRI LANKA
6543,NUWARA ELIYA,05/11/2013,16.4,20.1,12.8,0.0,1506 m(850 Hpa),84º(E),9,3/8,,SRI LANKA
6544,POTTUVIL,05/11/2013,28.4,30.9,25.8,-,1011.4 Hpa,50º(NE),2,3/8,,SRI LANKA
6545,BANDARAWELA,05/11/2013,19.4,23.0,15.9,2.4,1533 m(850 Hpa),70º(E),6,3/8,,SRI LANKA
6546,BADULLA,05/11/2013,22.1,26.1,18.2,0.0,-,360º(N),1,4/8,,SRI LANKA
6547,RATNAPURA,05/11/2013,27.6,32.0,23.2,2.9,1010.8 Hpa,-,0,5/8,,SRI LANKA
6548,GALLE,05/11/2013,28.2,31.2,25.3,0.8,1011.1 Hpa,78º(E),7,3/8,,SRI LANKA
6549,HAMBANTOTA,05/11/2013,28.4,31.8,25.1,0.0,1010.8 Hpa,100º(E),12,3/8,,SRI LANKA
6550,KANKASANTURAI,06/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6551,JAFFNA,06/11/2013,27.3,30.5,24.1,13.1,1011.7 Hpa,53º(NE),6,4/8,,SRI LANKA
6552,MULLAITTIVU,06/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6553,MANNAR,06/11/2013,29.8,31.7,27.8,0.1,1011.2 Hpa,45º(NE),12,4/8,,SRI LANKA
6554,VAVUNIYA,06/11/2013,27.2,31.4,23.0,4.5,1011.5 Hpa,57º(NE),3,3/8,,SRI LANKA
6555,TRINCOMALEE,06/11/2013,28.6,31.0,26.1,1.1,-,60º(NE),9,6/8,,SRI LANKA
6556,ANURADHAPURA,06/11/2013,27.9,32.1,23.7,0.5,1011.1 Hpa,230º(SW),1,4/8,,SRI LANKA
6557,MAHA ILLUPPALLAMA,06/11/2013,27.5,31.8,23.2,0.8,1011.1 Hpa,61º(NE),5,5/8,,SRI LANKA
6558,PUTTALAM,06/11/2013,27.9,32.4,23.3,33.3,1010.5 Hpa,28º(NE),4,5/8,,SRI LANKA
6559,BATTICALOA,06/11/2013,28.0,31.2,24.8,9.3,1010.9 Hpa,34º(NE),3,4/8,,SRI LANKA
6560,KURUNEGALA,06/11/2013,27.8,33.3,22.2,0.0,1009.7 Hpa,11º(N),1,4/8,,SRI LANKA
6561,KANDY,06/11/2013,25.8,30.6,21.0,4.6,1010.5 Hpa,97º(E),2,4/8,,SRI LANKA
6562,KATUNAYAKE,06/11/2013,24.4,27.0,21.9,-,1012.2 Hpa,-,0,2/8,,SRI LANKA
6563,COLOMBO,06/11/2013,27.8,31.0,24.6,0.0,1010.5 Hpa,270º(W),5,4/8,,SRI LANKA
6564,RATMALANA,06/11/2013,27.8,31.5,24.0,0.0,1010.6 Hpa,109º(E),6,3/8,,SRI LANKA
6565,NUWARA ELIYA,06/11/2013,15.2,20.4,10.1,1.0,1501 m(850 Hpa),83º(E),4,4/8,,SRI LANKA
6566,POTTUVIL,06/11/2013,28.4,31.9,24.8,-,1010.5 Hpa,24º(NE),2,3/8,,SRI LANKA
6567,BANDARAWELA,06/11/2013,19.8,24.6,14.9,3.1,1527 m(850 Hpa),44º(NE),9,5/8,,SRI LANKA
6568,BADULLA,06/11/2013,22.7,27.7,17.7,2.3,-,2º(N),3,5/8,,SRI LANKA
6569,RATNAPURA,06/11/2013,27.9,33.3,22.5,23.5,1010.5 Hpa,-,0,5/8,,SRI LANKA
6570,GALLE,06/11/2013,27.1,30.2,23.9,12.9,1010.9 Hpa,37º(NE),7,4/8,,SRI LANKA
6571,HAMBANTOTA,06/11/2013,28.9,32.7,25.0,0.0,1010.3 Hpa,75º(E),11,3/8,,SRI LANKA
6572,KANKASANTURAI,07/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6573,JAFFNA,07/11/2013,26.6,29.8,23.4,10.1,1011.5 Hpa,44º(NE),6,6/8,,SRI LANKA
6574,MULLAITTIVU,07/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6575,MANNAR,07/11/2013,28.4,30.8,25.9,0.0,1010.7 Hpa,43º(NE),9,5/8,,SRI LANKA
6576,VAVUNIYA,07/11/2013,27.2,32.0,22.4,3.6,1011.2 Hpa,53º(NE),5,4/8,,SRI LANKA
6577,TRINCOMALEE,07/11/2013,28.5,30.5,26.5,6.7,-,20º(N),5,7/8,,SRI LANKA
6578,ANURADHAPURA,07/11/2013,27.7,32.7,22.7,0.1,1010.6 Hpa,230º(SW),1,5/8,,SRI LANKA
6579,MAHA ILLUPPALLAMA,07/11/2013,27.1,32.0,22.1,0.1,1010.4 Hpa,74º(E),4,4/8,,SRI LANKA
6580,PUTTALAM,07/11/2013,27.3,32.2,22.4,6.7,1009.6 Hpa,20º(N),4,5/8,,SRI LANKA
6581,BATTICALOA,07/11/2013,26.9,29.7,24.0,4.8,1010.3 Hpa,360º(N),1,6/8,,SRI LANKA
6582,KURUNEGALA,07/11/2013,27.4,32.7,22.2,0.0,1009.5 Hpa,63º(NE),2,4/8,,SRI LANKA
6583,KANDY,07/11/2013,24.8,29.5,20.0,Tr,1010.4 Hpa,116º(SE),2,4/8,,SRI LANKA
6584,COLOMBO,07/11/2013,27.6,31.3,23.8,5.1,1009.7 Hpa,178º(S),3,5/8,,SRI LANKA
6585,RATMALANA,07/11/2013,27.6,31.7,23.6,24.1,1010.0 Hpa,41º(NE),6,4/8,,SRI LANKA
6586,NUWARA ELIYA,07/11/2013,14.3,18.2,10.5,Tr,1497 m(850 Hpa),90º(E),2,4/8,,SRI LANKA
6587,POTTUVIL,07/11/2013,26.1,27.4,24.8,-,1010.4 Hpa,135º(SE),2,7/8,,SRI LANKA
6588,BANDARAWELA,07/11/2013,18.8,21.5,16.0,0.2,1522 m(850 Hpa),281º(W),7,4/8,,SRI LANKA
6589,BADULLA,07/11/2013,22.1,25.5,18.8,Tr,-,24º(NE),2,7/8,,SRI LANKA
6590,RATNAPURA,07/11/2013,27.6,32.3,22.8,Tr,1010.0 Hpa,-,0,4/8,,SRI LANKA
6591,GALLE,07/11/2013,26.9,30.3,23.4,27.1,1010.1 Hpa,12º(N),7,4/8,,SRI LANKA
6592,HAMBANTOTA,07/11/2013,28.6,33.3,24.0,0.0,1009.6 Hpa,48º(NE),9,4/8,,SRI LANKA
6593,KANKASANTURAI,08/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6594,JAFFNA,08/11/2013,26.8,30.0,23.6,1.6,1010.4 Hpa,37º(NE),11,5/8,,SRI LANKA
6595,MULLAITTIVU,08/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6596,MANNAR,08/11/2013,28.2,30.9,25.6,21.5,1009.9 Hpa,43º(NE),13,6/8,,SRI LANKA
6597,VAVUNIYA,08/11/2013,27.3,31.4,23.2,14.1,1010.2 Hpa,59º(NE),5,4/8,,SRI LANKA
6598,TRINCOMALEE,08/11/2013,27.0,30.0,24.0,1.4,-,11º(N),6,7/8,,SRI LANKA
6599,ANURADHAPURA,08/11/2013,27.4,31.6,23.2,3.8,1009.7 Hpa,229º(SW),2,4/8,,SRI LANKA
6600,MAHA ILLUPPALLAMA,08/11/2013,26.5,30.5,22.5,9.7,1009.5 Hpa,34º(NE),7,3/8,,SRI LANKA
6601,PUTTALAM,08/11/2013,26.8,30.7,22.9,7.7,1009.0 Hpa,50º(NE),3,5/8,,SRI LANKA
6602,BATTICALOA,08/11/2013,27.1,30.3,24.0,1.6,1009.2 Hpa,29º(NE),7,4/8,,SRI LANKA
6603,KURUNEGALA,08/11/2013,27.4,32.7,22.1,Tr,1008.3 Hpa,80º(E),3,4/8,,SRI LANKA
6604,KANDY,08/11/2013,24.6,29.8,19.4,Tr,1009.1 Hpa,59º(NE),1,2/8,,SRI LANKA
6605,COLOMBO,08/11/2013,27.4,31.3,23.6,3.5,1008.8 Hpa,3º(N),4,4/8,,SRI LANKA
6606,RATMALANA,08/11/2013,27.4,31.8,23.1,0.0,1008.8 Hpa,18º(N),8,4/8,,SRI LANKA
6607,NUWARA ELIYA,08/11/2013,15.2,20.0,10.3,1.9,1489 m(850 Hpa),102º(E),3,2/8,,SRI LANKA
6608,POTTUVIL,08/11/2013,27.4,31.4,23.4,-,1008.9 Hpa,360º(N),6,5/8,,SRI LANKA
6609,BANDARAWELA,08/11/2013,19.8,24.6,15.0,Tr,1513 m(850 Hpa),8º(N),9,4/8,,SRI LANKA
6610,BADULLA,08/11/2013,22.0,27.3,16.7,0.0,-,353º(N),3,5/8,,SRI LANKA
6611,RATNAPURA,08/11/2013,27.9,32.6,23.3,0.0,1009.1 Hpa,-,0,5/8,,SRI LANKA
6612,GALLE,08/11/2013,26.5,29.3,23.7,35.4,1009.1 Hpa,325º(NW),5,5/8,,SRI LANKA
6613,HAMBANTOTA,08/11/2013,28.4,33.3,23.6,0.0,1008.6 Hpa,56º(NE),9,5/8,,SRI LANKA
6614,KANKASANTURAI,09/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6615,JAFFNA,09/11/2013,26.9,29.3,24.4,17.6,1010.5 Hpa,21º(N),7,7/8,,SRI LANKA
6616,MULLAITTIVU,09/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6617,MANNAR,09/11/2013,26.0,28.5,23.5,5.9,1009.8 Hpa,45º(NE),9,6/8,,SRI LANKA
6618,VAVUNIYA,09/11/2013,27.0,30.6,23.4,3.1,1010.0 Hpa,30º(NE),4,4/8,,SRI LANKA
6619,TRINCOMALEE,09/11/2013,27.9,30.2,25.6,4.1,-,331º(NW),6,6/8,,SRI LANKA
6620,ANURADHAPURA,09/11/2013,27.6,31.5,23.8,14.4,1009.8 Hpa,236º(SW),3,5/8,,SRI LANKA
6621,MAHA ILLUPPALLAMA,09/11/2013,26.6,30.7,22.6,11.5,1009.4 Hpa,43º(NE),4,6/8,,SRI LANKA
6622,PUTTALAM,09/11/2013,26.6,30.0,23.2,24.4,1008.5 Hpa,21º(N),4,5/8,,SRI LANKA
6623,BATTICALOA,09/11/2013,27.3,30.2,24.4,0.1,1009.1 Hpa,56º(NE),2,2/8,,SRI LANKA
6624,KURUNEGALA,09/11/2013,27.8,32.6,23.0,0.0,1007.9 Hpa,27º(NE),4,5/8,,SRI LANKA
6625,KANDY,09/11/2013,25.1,30.0,20.1,3.2,1008.9 Hpa,24º(NE),1,5/8,,SRI LANKA
6626,COLOMBO,09/11/2013,28.1,31.7,24.5,21.2,1008.6 Hpa,324º(NW),8,6/8,,SRI LANKA
6627,RATMALANA,09/11/2013,28.4,31.9,24.9,8.5,1008.7 Hpa,356º(N),8,5/8,,SRI LANKA
6628,NUWARA ELIYA,09/11/2013,15.2,21.0,9.4,0.1,1486 m(850 Hpa),99º(E),2,6/8,,SRI LANKA
6629,POTTUVIL,09/11/2013,28.1,31.7,24.4,-,1008.8 Hpa,23º(NE),5,3/8,,SRI LANKA
6630,BANDARAWELA,09/11/2013,19.4,24.0,14.8,2.5,1510 m(850 Hpa),292º(W),6,6/8,,SRI LANKA
6631,BADULLA,09/11/2013,22.4,27.3,17.5,0.4,-,344º(N),4,5/8,,SRI LANKA
6632,RATNAPURA,09/11/2013,28.2,32.6,23.8,41.8,1009.0 Hpa,-,0,6/8,,SRI LANKA
6633,GALLE,09/11/2013,27.1,30.2,24.0,4.2,1009.0 Hpa,104º(E),6,6/8,,SRI LANKA
6634,HAMBANTOTA,09/11/2013,28.0,31.5,24.5,0.0,1008.6 Hpa,75º(E),9,3/8,,SRI LANKA
6635,KANKASANTURAI,10/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6636,JAFFNA,10/11/2013,26.7,29.1,24.3,53.3,1010.1 Hpa,19º(N),8,8/8,,SRI LANKA
6637,MULLAITTIVU,10/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6638,MANNAR,10/11/2013,27.1,29.5,24.6,17.9,1009.6 Hpa,28º(NE),11,5/8,,SRI LANKA
6639,VAVUNIYA,10/11/2013,27.1,31.0,23.2,4.5,1009.9 Hpa,50º(NE),1,5/8,,SRI LANKA
6640,TRINCOMALEE,10/11/2013,27.1,30.1,24.0,26.7,-,350º(N),4,6/8,,SRI LANKA
6641,ANURADHAPURA,10/11/2013,27.4,31.7,23.0,44.3,1009.5 Hpa,230º(SW),1,5/8,,SRI LANKA
6642,MAHA ILLUPPALLAMA,10/11/2013,26.9,31.6,22.2,14.3,1009.1 Hpa,52º(NE),5,5/8,,SRI LANKA
6643,PUTTALAM,10/11/2013,26.8,30.7,22.8,47.2,1008.7 Hpa,44º(NE),8,5/8,,SRI LANKA
6644,BATTICALOA,10/11/2013,27.5,30.2,24.8,5.5,1008.7 Hpa,12º(N),3,3/8,,SRI LANKA
6645,KURUNEGALA,10/11/2013,28.4,33.5,23.2,0.6,1008.1 Hpa,345º(N),3,4/8,,SRI LANKA
6646,KANDY,10/11/2013,27.6,33.5,21.6,0.5,1008.6 Hpa,9º(N),1,5/8,,SRI LANKA
6647,COLOMBO,10/11/2013,27.1,29.6,24.7,8.8,1008.9 Hpa,292º(W),3,7/8,,SRI LANKA
6648,RATMALANA,10/11/2013,27.5,30.5,24.5,1.8,1009.1 Hpa,341º(N),6,7/8,,SRI LANKA
6649,NUWARA ELIYA,10/11/2013,16.9,20.3,13.4,0.0,1486 m(850 Hpa),90º(E),2,5/8,,SRI LANKA
6650,POTTUVIL,10/11/2013,30.4,31.7,29.0,-,1008.4 Hpa,50º(NE),6,3/8,,SRI LANKA
6651,BANDARAWELA,10/11/2013,19.7,23.5,15.9,0.9,1510 m(850 Hpa),90º(E),6,6/8,,SRI LANKA
6652,BADULLA,10/11/2013,23.6,27.2,20.0,1.2,-,49º(NE),2,3/8,,SRI LANKA
6653,RATNAPURA,10/11/2013,26.9,30.2,23.6,6.6,1008.9 Hpa,-,0,6/8,,SRI LANKA
6654,GALLE,10/11/2013,27.9,31.0,24.9,0.0,1008.9 Hpa,305º(NW),3,6/8,,SRI LANKA
6655,HAMBANTOTA,10/11/2013,28.1,31.5,24.6,Tr,1008.5 Hpa,90º(E),7,5/8,,SRI LANKA
6656,KANKASANTURAI,11/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6657,JAFFNA,11/11/2013,26.4,29.1,23.8,0.0,1008.2 Hpa,35º(NE),8,8/8,,SRI LANKA
6658,MULLAITTIVU,11/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6659,MANNAR,11/11/2013,26.4,28.9,24.0,10.0,1008.4 Hpa,38º(NE),13,6/8,,SRI LANKA
6660,VAVUNIYA,11/11/2013,26.9,30.2,23.5,27.5,1009.1 Hpa,30º(NE),5,8/8,,SRI LANKA
6661,TRINCOMALEE,11/11/2013,25.6,28.8,22.5,5.5,-,329º(NW),5,8/8,,SRI LANKA
6662,ANURADHAPURA,11/11/2013,26.8,30.3,23.3,74.9,1008.5 Hpa,243º(SW),1,6/8,,SRI LANKA
6663,MAHA ILLUPPALLAMA,11/11/2013,26.4,30.0,22.9,12.5,1008.3 Hpa,24º(NE),4,6/8,,SRI LANKA
6664,PUTTALAM,11/11/2013,26.3,29.3,23.3,29.7,1007.7 Hpa,42º(NE),6,6/8,,SRI LANKA
6665,BATTICALOA,11/11/2013,26.6,28.2,25.1,43.7,1007.8 Hpa,323º(NW),2,7/8,,SRI LANKA
6666,KURUNEGALA,11/11/2013,27.0,30.7,23.3,1.0,1007.4 Hpa,38º(NE),2,6/8,,SRI LANKA
6667,KANDY,11/11/2013,25.4,29.2,21.5,4.2,1008.1 Hpa,4º(N),2,5/8,,SRI LANKA
6668,COLOMBO,11/11/2013,28.2,32.0,24.5,Tr,1007.4 Hpa,20º(N),6,6/8,,SRI LANKA
6669,RATMALANA,11/11/2013,28.3,32.5,24.1,Tr,1007.6 Hpa,33º(NE),7,5/8,,SRI LANKA
6670,NUWARA ELIYA,11/11/2013,16.5,22.0,11.0,31.5,1478 m(850 Hpa),90º(E),2,6/8,,SRI LANKA
6671,POTTUVIL,11/11/2013,30.1,32.1,28.0,-,1007.7 Hpa,24º(NE),5,6/8,,SRI LANKA
6672,BANDARAWELA,11/11/2013,20.8,25.1,16.4,5.4,1498 m(850 Hpa),4º(N),6,6/8,,SRI LANKA
6673,BADULLA,11/11/2013,23.6,27.7,19.5,6.1,-,23º(NE),3,7/8,,SRI LANKA
6674,RATNAPURA,11/11/2013,28.6,33.7,23.5,36.4,1007.9 Hpa,-,0,7/8,,SRI LANKA
6675,GALLE,11/11/2013,27.0,29.8,24.2,Tr,1007.9 Hpa,329º(NW),6,6/8,,SRI LANKA
6676,HAMBANTOTA,11/11/2013,28.5,31.6,25.4,27.1,1007.7 Hpa,9º(N),7,6/8,,SRI LANKA
6677,KANKASANTURAI,12/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6678,JAFFNA,12/11/2013,26.7,29.6,23.8,0.0,1009.7 Hpa,24º(NE),9,7/8,,SRI LANKA
6679,MULLAITTIVU,12/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6680,MANNAR,12/11/2013,27.2,29.9,24.5,0.0,1009.0 Hpa,38º(NE),12,4/8,,SRI LANKA
6681,VAVUNIYA,12/11/2013,26.9,31.1,22.8,0.0,1009.5 Hpa,346º(N),4,5/8,,SRI LANKA
6682,TRINCOMALEE,12/11/2013,26.6,29.1,24.0,0.0,-,305º(NW),4,7/8,,SRI LANKA
6683,ANURADHAPURA,12/11/2013,27.4,31.4,23.4,0.0,1009.0 Hpa,240º(SW),1,6/8,,SRI LANKA
6684,MAHA ILLUPPALLAMA,12/11/2013,26.4,30.0,22.8,0.0,1008.8 Hpa,50º(NE),2,6/8,,SRI LANKA
6685,PUTTALAM,12/11/2013,26.8,30.2,23.3,0.0,1008.3 Hpa,12º(N),5,7/8,,SRI LANKA
6686,BATTICALOA,12/11/2013,26.8,29.6,24.0,0.0,1008.2 Hpa,330º(NW),9,4/8,,SRI LANKA
6687,KURUNEGALA,12/11/2013,27.0,30.6,23.4,0.0,1007.8 Hpa,24º(NE),3,7/8,,SRI LANKA
6688,KANDY,12/11/2013,25.0,28.6,21.4,Tr,1008.6 Hpa,16º(N),1,4/8,,SRI LANKA
6689,COLOMBO,12/11/2013,28.4,31.4,25.3,0.3,1008.1 Hpa,26º(NE),7,6/8,,SRI LANKA
6690,RATMALANA,12/11/2013,28.7,32.3,25.1,0.0,1008.0 Hpa,8º(N),11,5/8,,SRI LANKA
6691,NUWARA ELIYA,12/11/2013,16.9,20.5,13.4,Tr,1479 m(850 Hpa),270º(W),3,6/8,,SRI LANKA
6692,POTTUVIL,12/11/2013,28.8,32.3,25.3,-,1007.8 Hpa,272º(W),4,7/8,,SRI LANKA
6693,BANDARAWELA,12/11/2013,20.4,23.5,17.3,0.2,1503 m(850 Hpa),346º(N),8,7/8,,SRI LANKA
6694,BADULLA,12/11/2013,22.5,25.4,19.6,Tr,-,340º(N),3,7/8,,SRI LANKA
6695,RATNAPURA,12/11/2013,27.6,32.2,23.1,Tr,1008.0 Hpa,-,0,6/8,,SRI LANKA
6696,GALLE,12/11/2013,27.7,30.7,24.7,0.0,1008.1 Hpa,17º(N),10,6/8,,SRI LANKA
6697,HAMBANTOTA,12/11/2013,28.0,31.8,24.2,0.2,1007.6 Hpa,59º(NE),4,6/8,,SRI LANKA
6698,KANKASANTURAI,13/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6699,JAFFNA,13/11/2013,27.4,29.4,25.5,0.0,1010.1 Hpa,6º(N),9,7/8,,SRI LANKA
6700,MULLAITTIVU,13/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6701,MANNAR,13/11/2013,27.7,29.3,26.1,0.0,1010.0 Hpa,8º(N),7,7/8,,SRI LANKA
6702,VAVUNIYA,13/11/2013,26.8,31.0,22.6,0.0,1010.0 Hpa,17º(N),3,6/8,,SRI LANKA
6703,TRINCOMALEE,13/11/2013,27.1,29.8,24.3,0.0,-,311º(NW),6,7/8,,SRI LANKA
6704,ANURADHAPURA,13/11/2013,26.9,31.2,22.6,0.0,1009.9 Hpa,236º(SW),1,5/8,,SRI LANKA
6705,MAHA ILLUPPALLAMA,13/11/2013,26.6,31.1,22.2,0.0,1009.7 Hpa,316º(NW),3,5/8,,SRI LANKA
6706,PUTTALAM,13/11/2013,26.9,29.9,23.9,0.0,1009.6 Hpa,341º(N),4,7/8,,SRI LANKA
6707,BATTICALOA,13/11/2013,27.6,30.4,24.8,0.0,1008.8 Hpa,314º(NW),11,6/8,,SRI LANKA
6708,KURUNEGALA,13/11/2013,27.0,30.7,23.3,0.2,1009.1 Hpa,229º(SW),3,7/8,,SRI LANKA
6709,KANDY,13/11/2013,24.3,28.1,20.5,0.2,1010.0 Hpa,305º(NW),1,4/8,,SRI LANKA
6710,COLOMBO,13/11/2013,27.0,28.9,25.1,0.0,1010.0 Hpa,321º(NW),4,7/8,,SRI LANKA
6711,RATMALANA,13/11/2013,26.9,29.0,24.9,0.0,1010.0 Hpa,342º(N),9,7/8,,SRI LANKA
6712,NUWARA ELIYA,13/11/2013,15.7,18.8,12.6,0.0,1488 m(850 Hpa),279º(W),17,6/8,,SRI LANKA
6713,POTTUVIL,13/11/2013,29.4,34.1,24.6,-,1008.4 Hpa,256º(W),4,4/8,,SRI LANKA
6714,BANDARAWELA,13/11/2013,20.4,24.6,16.3,0.0,1511 m(850 Hpa),331º(NW),9,5/8,,SRI LANKA
6715,BADULLA,13/11/2013,22.9,26.7,19.0,0.0,-,17º(N),3,7/8,,SRI LANKA
6716,RATNAPURA,13/11/2013,26.5,30.3,22.7,0.0,1009.5 Hpa,-,0,6/8,,SRI LANKA
6717,GALLE,13/11/2013,25.9,28.9,23.0,2.3,1010.0 Hpa,329º(NW),18,7/8,,SRI LANKA
6718,HAMBANTOTA,13/11/2013,27.7,31.3,24.1,0.2,1008.6 Hpa,352º(N),6,6/8,,SRI LANKA
6719,KANKASANTURAI,14/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6720,JAFFNA,14/11/2013,25.8,27.4,24.1,0.0,1011.1 Hpa,353º(N),7,8/8,,SRI LANKA
6721,MULLAITTIVU,14/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6722,MANNAR,14/11/2013,27.1,28.2,26.0,0.0,1010.8 Hpa,15º(N),10,5/8,,SRI LANKA
6723,VAVUNIYA,14/11/2013,26.2,29.6,22.8,0.0,1010.9 Hpa,330º(NW),3,6/8,,SRI LANKA
6724,TRINCOMALEE,14/11/2013,26.9,29.6,24.1,Tr,-,318º(NW),4,7/8,,SRI LANKA
6725,ANURADHAPURA,14/11/2013,25.9,29.1,22.8,0.0,1011.0 Hpa,250º(W),0,6/8,,SRI LANKA
6726,MAHA ILLUPPALLAMA,14/11/2013,25.8,29.1,22.4,0.0,1010.5 Hpa,4º(N),2,6/8,,SRI LANKA
6727,PUTTALAM,14/11/2013,25.6,28.8,22.3,0.0,1010.1 Hpa,358º(N),3,7/8,,SRI LANKA
6728,BATTICALOA,14/11/2013,27.0,29.0,25.0,0.0,1010.0 Hpa,287º(W),7,4/8,,SRI LANKA
6729,KURUNEGALA,14/11/2013,25.9,29.9,21.8,0.0,1009.9 Hpa,360º(N),2,4/8,,SRI LANKA
6730,KANDY,14/11/2013,23.9,27.0,20.8,0.0,1010.9 Hpa,360º(N),1,3/8,,SRI LANKA
6731,COLOMBO,14/11/2013,28.1,31.5,24.8,0.0,1009.3 Hpa,359º(N),6,7/8,,SRI LANKA
6732,RATMALANA,14/11/2013,27.9,31.5,24.2,0.0,1010.1 Hpa,19º(N),8,3/8,,SRI LANKA
6733,NUWARA ELIYA,14/11/2013,16.2,20.0,12.4,0.0,1494 m(850 Hpa),270º(W),12,3/8,,SRI LANKA
6734,POTTUVIL,14/11/2013,27.5,30.2,24.8,-,1009.1 Hpa,270º(W),4,7/8,,SRI LANKA
6735,BANDARAWELA,14/11/2013,19.8,24.1,15.5,0.0,1512 m(850 Hpa),270º(W),6,4/8,,SRI LANKA
6736,BADULLA,14/11/2013,20.9,23.7,18.2,0.0,-,340º(N),2,7/8,,SRI LANKA
6737,RATNAPURA,14/11/2013,26.8,30.6,22.9,0.0,1009.8 Hpa,-,0,4/8,,SRI LANKA
6738,GALLE,14/11/2013,27.5,30.5,24.5,0.0,1010.1 Hpa,288º(W),9,6/8,,SRI LANKA
6739,HAMBANTOTA,14/11/2013,27.7,30.8,24.6,0.0,1009.4 Hpa,86º(E),9,7/8,,SRI LANKA
6740,KANKASANTURAI,15/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6741,JAFFNA,15/11/2013,26.7,27.9,25.5,4.5,1009.3 Hpa,10º(N),14,8/8,,SRI LANKA
6742,MULLAITTIVU,15/11/2013,-,- ,- ,-,-,-,-,-,,SRI LANKA
6743,MANNAR,15/11/2013,27.1,28.2,25.9,0.0,1008.8 Hpa,7º(N),13,7/8,,SRI LANKA
6744,VAVUNIYA,15/11/2013,25.6,29.0,22.3,0.6,1009.3 Hpa,353º(N),3,8/8,,SRI LANKA
6745,TRINCOMALEE,15/11/2013,25.9,27.1,24.6,0.6,-,307º(NW),7,7/8,,SRI LANKA
6746,ANURADHAPURA,15/11/2013,26.2,29.8,22.7,0.0,1008.9 Hpa,240º(SW),1,7/8,,SRI LANKA
6747,MAHA ILLUPPALLAMA,15/11/2013,25.6,29.5,21.8,Tr,1008.8 Hpa,323º(NW),4,7/8,,SRI LANKA
6748,PUTTALAM,15/11/2013,25.9,29.4,22.4,9.9,1008.3 Hpa,350º(N),5,6/8,,SRI LANKA
6749,BATTICALOA,15/11/2013,27.2,30.6,23.8,0.0,1008.2 Hpa,273º(W),3,7/8,,SRI LANKA
6750,KURUNEGALA,15/11/2013,26.0,30.5,21.5,0.0,1008.4 Hpa,320º(NW),2,7/8,,SRI LANKA
6751,KANDY,15/11/2013,20.9,22.8,19.1,0.0,1009.2 Hpa,360º(N),1,7/8,,SRI LANKA
6752,KATUNAYAKE,15/11/2013,29.4,29.4,29.4,0.0,1009.2 Hpa,50º(NE),6,4/8,,SRI LANKA
6753,COLOMBO,15/11/2013,27.9,31.0,24.7,0.0,1008.5 Hpa,5º(N),6,7/8,,SRI LANKA
6754,RATMALANA,15/11/2013,27.9,32.0,23.8,0.0,1008.6 Hpa,15º(N),11,4/8,,SRI LANKA
6755,NUWARA ELIYA,15/11/2013,14.4,18.0,10.8,0.0,1484 m(850 Hpa),270º(W),3,5/8,,SRI LANKA
6756,POTTUVIL,15/11/2013,28.1,33.2,23.1,-,1007.9 Hpa,185º(S),4,6/8,,SRI LANKA
6757,BANDARAWELA,15/11/2013,19.8,24.5,15.0,0.0,1504 m(850 Hpa),70º(E),9,5/8,,SRI LANKA
6758,BADULLA,15/11/2013,21.4,26.2,16.5,0.0,-,340º(N),1,8/8,,SRI LANKA
6759,RATNAPURA,15/11/2013,26.7,31.8,21.6,0.0,1008.8 Hpa,-,0,6/8,,SRI LANKA
